scenario,method,shift_strength,seed,alarm,abstained,selected_group,selected_bin,selected_abs_gap,selected_local_ess,selected_ci_half_width,global_ess,n_cells,n_eligible_cells,selected_is_planted_group
planted,naive_max,0.4,199,True,False,x0>1.5 & x1>1.5,"[0.14, 0.29]",0.8007861207352216,1.8760517813172826,1.2011936203724658,620.8342921824785,100,100,False
planted,global_ess_gate,0.4,199,True,False,x0>1.5 & x1>1.5,"[0.14, 0.29]",0.8007861207352216,1.8760517813172826,1.2011936203724658,620.8342921824785,100,100,False
planted,local_ess_gate,0.4,199,True,False,x0>0.5,"[0.29, 0.43]",0.5792950263658316,32.36966703193453,0.28917870700906806,620.8342921824785,100,56,True
planted,simultaneous_ci,0.4,199,True,False,x0>0.5,"[0.29, 0.43]",0.5792950263658316,32.36966703193453,0.28917870700906806,620.8342921824785,100,100,True
null,naive_max,0.8,0,True,False,x1>1.5 & x2>1,"[0.14, 0.29]",0.7865563596973846,1.6841525176894852,1.2837829136523915,169.03080132330638,116,116,False
null,global_ess_gate,0.8,0,True,False,x1>1.5 & x2>1,"[0.14, 0.29]",0.7865563596973846,1.6841525176894852,1.2837829136523915,169.03080132330638,116,116,False
null,local_ess_gate,0.8,0,False,False,x0<0,"[0.14, 0.29]",0.17728659823217743,21.335628780454257,0.3606862424061319,169.03080132330638,116,23,False
null,simultaneous_ci,0.8,0,False,False,x1>1.5 & x2>1,"[0.14, 0.29]",0.7865563596973846,1.6841525176894852,1.2837829136523915,169.03080132330638,116,116,False
planted,naive_max,0.8,0,True,False,x0>1 & x1>1,"[0.00, 0.14]",0.8809255805821187,1.112860047768243,1.5792905074150487,169.03080132330638,116,116,False
planted,global_ess_gate,0.8,0,True,False,x0>1 & x1>1,"[0.00, 0.14]",0.8809255805821187,1.112860047768243,1.5792905074150487,169.03080132330638,116,116,False
planted,local_ess_gate,0.8,0,True,False,x0>0.5,"[0.14, 0.29]",0.6978581252972049,20.075445707874266,0.37183451715414106,169.03080132330638,116,23,True
planted,simultaneous_ci,0.8,0,True,False,x0>0.5,"[0.14, 0.29]",0.6978581252972049,20.075445707874266,0.37183451715414106,169.03080132330638,116,116,True
null,naive_max,0.8,1,True,False,x1>1.5 & x2>1,"[0.86, 1.00]",0.7763650248583972,1.3862900611911526,1.4238030576245788,148.79106694397015,125,125,False
null,global_ess_gate,0.8,1,True,False,x1>1.5 & x2>1,"[0.86, 1.00]",0.7763650248583972,1.3862900611911526,1.4238030576245788,148.79106694397015,125,125,False
null,local_ess_gate,0.8,1,False,False,x0<0,"[0.43, 0.57]",0.17189560542206098,26.070216837229825,0.3283255302833553,148.79106694397015,125,22,False
null,simultaneous_ci,0.8,1,False,False,x1>1.5 & x2>1,"[0.86, 1.00]",0.7763650248583972,1.3862900611911526,1.4238030576245788,148.79106694397015,125,125,False
planted,naive_max,0.8,1,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.8251568079402426,3.165735773473525,0.9421925027574269,148.79106694397015,125,125,False
planted,global_ess_gate,0.8,1,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.8251568079402426,3.165735773473525,0.9421925027574269,148.79106694397015,125,125,False
planted,local_ess_gate,0.8,1,True,False,x0>0.5,"[0.00, 0.14]",0.6555198769821803,24.437612244877716,0.3391154615230909,148.79106694397015,125,22,True
planted,simultaneous_ci,0.8,1,True,False,x0>1.5,"[0.00, 0.14]",0.8203778694205823,8.56800634093053,0.5727130595899887,148.79106694397015,125,125,False
null,naive_max,0.8,2,True,False,x0>1 & x1>1,"[0.29, 0.43]",0.6119618670470212,3.1971333849751016,0.9310814289194979,104.45144000095557,115,115,False
null,global_ess_gate,0.8,2,True,False,x0>1 & x1>1,"[0.29, 0.43]",0.6119618670470212,3.1971333849751016,0.9310814289194979,104.45144000095557,115,115,False
null,local_ess_gate,0.8,2,False,False,x1<0,"[0.57, 0.71]",0.18967920592590942,20.615309702693438,0.3666680850163057,104.45144000095557,115,20,False
null,simultaneous_ci,0.8,2,False,False,x0>1 & x1>1,"[0.29, 0.43]",0.6119618670470212,3.1971333849751016,0.9310814289194979,104.45144000095557,115,115,False
planted,naive_max,0.8,2,True,False,x1<-0.5,"[0.00, 0.14]",0.589037988092364,18.696445465446324,0.38502463570346346,104.45144000095557,115,115,False
planted,global_ess_gate,0.8,2,True,False,x1<-0.5,"[0.00, 0.14]",0.589037988092364,18.696445465446324,0.38502463570346346,104.45144000095557,115,115,False
planted,local_ess_gate,0.8,2,True,False,x0>0.5,"[0.14, 0.29]",0.5302483717245872,33.224045583395814,0.2888296574597804,104.45144000095557,115,20,True
planted,simultaneous_ci,0.8,2,True,False,x1<-0.5,"[0.00, 0.14]",0.589037988092364,18.696445465446324,0.38502463570346346,104.45144000095557,115,115,False
null,naive_max,0.8,3,True,False,x1>1.5 & x2>1.5,"[0.86, 1.00]",0.9220656936338592,1.0,1.6319497859811845,192.70049031234433,91,91,False
null,global_ess_gate,0.8,3,True,False,x1>1.5 & x2>1.5,"[0.86, 1.00]",0.9220656936338592,1.0,1.6319497859811845,192.70049031234433,91,91,False
null,local_ess_gate,0.8,3,False,False,x1<-0.5,"[0.57, 0.71]",0.17177474682104946,24.712773243956097,0.3282812281703695,192.70049031234433,91,35,False
null,simultaneous_ci,0.8,3,False,False,x1>1.5 & x2>1.5,"[0.86, 1.00]",0.9220656936338592,1.0,1.6319497859811845,192.70049031234433,91,91,False
planted,naive_max,0.8,3,True,False,x0>0.5,"[0.29, 0.43]",0.6270460780245041,14.583128700084773,0.42734776540267005,192.70049031234433,91,91,True
planted,global_ess_gate,0.8,3,True,False,x0>0.5,"[0.29, 0.43]",0.6270460780245041,14.583128700084773,0.42734776540267005,192.70049031234433,91,91,True
planted,local_ess_gate,0.8,3,True,False,x0>0.5,"[0.57, 0.71]",0.34600084517139756,22.543834988159663,0.3437105740963012,192.70049031234433,91,35,True
planted,simultaneous_ci,0.8,3,False,False,x0>0.5,"[0.29, 0.43]",0.6270460780245041,14.583128700084773,0.42734776540267005,192.70049031234433,91,91,True
null,naive_max,0.8,4,True,False,x0>1.5 & x1>1.5,"[0.43, 0.57]",0.48140483018374614,2.8680213104215215,0.9892308000429664,200.85024893369444,124,124,False
null,global_ess_gate,0.8,4,True,False,x0>1.5 & x1>1.5,"[0.43, 0.57]",0.48140483018374614,2.8680213104215215,0.9892308000429664,200.85024893369444,124,124,False
null,local_ess_gate,0.8,4,True,False,x1<0,"[0.43, 0.57]",0.2569733744946497,20.611071797600665,0.3690103341152901,200.85024893369444,124,30,False
null,simultaneous_ci,0.8,4,False,False,x0>1.5 & x1>1.5,"[0.43, 0.57]",0.48140483018374614,2.8680213104215215,0.9892308000429664,200.85024893369444,124,124,False
planted,naive_max,0.8,4,True,False,x0>1 & x2>1,"[0.00, 0.14]",0.921809897383051,2.54898396012152,1.049313512443217,200.85024893369444,124,124,False
planted,global_ess_gate,0.8,4,True,False,x0>1 & x2>1,"[0.00, 0.14]",0.921809897383051,2.54898396012152,1.049313512443217,200.85024893369444,124,124,False
planted,local_ess_gate,0.8,4,True,False,x2<0,"[0.29, 0.43]",0.3611626243876523,25.55092978965613,0.33142515075452195,200.85024893369444,124,30,False
planted,simultaneous_ci,0.8,4,True,False,x0>0.5,"[0.00, 0.14]",0.6021102617199261,18.256846281823297,0.39208112653821725,200.85024893369444,124,124,True
null,naive_max,0.8,5,True,False,x2>1.5,"[0.57, 0.71]",0.6237105171106705,3.221676011395903,0.9219202480957263,181.63667804958254,107,107,False
null,global_ess_gate,0.8,5,True,False,x2>1.5,"[0.57, 0.71]",0.6237105171106705,3.221676011395903,0.9219202480957263,181.63667804958254,107,107,False
null,local_ess_gate,0.8,5,True,False,x0<0,"[0.71, 0.86]",0.2109630988656308,32.052614662259145,0.29228232538500215,181.63667804958254,107,21,False
null,simultaneous_ci,0.8,5,False,False,x2>1.5,"[0.57, 0.71]",0.6237105171106705,3.221676011395903,0.9219202480957263,181.63667804958254,107,107,False
planted,naive_max,0.8,5,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.8969529166660679,1.192593438956131,1.5152632044701124,181.63667804958254,107,107,False
planted,global_ess_gate,0.8,5,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.8969529166660679,1.192593438956131,1.5152632044701124,181.63667804958254,107,107,False
planted,local_ess_gate,0.8,5,True,False,x0>0.5,"[0.14, 0.29]",0.7084061743683736,20.63992140400448,0.3642338174191047,181.63667804958254,107,21,True
planted,simultaneous_ci,0.8,5,True,False,x0>0.5,"[0.14, 0.29]",0.7084061743683736,20.63992140400448,0.3642338174191047,181.63667804958254,107,107,True
null,naive_max,0.8,6,True,False,x1>1.5,"[0.29, 0.43]",0.6273346682759217,1.3826795428479361,1.4003733810056915,242.28548771765142,101,101,False
null,global_ess_gate,0.8,6,True,False,x1>1.5,"[0.29, 0.43]",0.6273346682759217,1.3826795428479361,1.4003733810056915,242.28548771765142,101,101,False
null,local_ess_gate,0.8,6,False,False,x0>0.5,"[0.43, 0.57]",0.16834948047923995,22.809239328927504,0.34478567568052043,242.28548771765142,101,39,True
null,simultaneous_ci,0.8,6,False,False,x1>1.5,"[0.29, 0.43]",0.6273346682759217,1.3826795428479361,1.4003733810056915,242.28548771765142,101,101,False
planted,naive_max,0.8,6,True,False,x0>0.5,"[0.00, 0.14]",0.7732322584089083,19.595099892220762,0.37198966556062035,242.28548771765142,101,101,True
planted,global_ess_gate,0.8,6,True,False,x0>0.5,"[0.00, 0.14]",0.7732322584089083,19.595099892220762,0.37198966556062035,242.28548771765142,101,101,True
planted,local_ess_gate,0.8,6,True,False,x0>0.5,"[0.14, 0.29]",0.6422359223259211,27.743428265364432,0.3126256103192602,242.28548771765142,101,39,True
planted,simultaneous_ci,0.8,6,True,False,x0>0.5,"[0.00, 0.14]",0.7732322584089083,19.595099892220762,0.37198966556062035,242.28548771765142,101,101,True
null,naive_max,0.8,7,True,False,x1>1.5 & x2>1.5,"[0.57, 0.71]",0.6031488665836542,1.0,1.6636064960369061,228.2240895730051,114,114,False
null,global_ess_gate,0.8,7,True,False,x1>1.5 & x2>1.5,"[0.57, 0.71]",0.6031488665836542,1.0,1.6636064960369061,228.2240895730051,114,114,False
null,local_ess_gate,0.8,7,False,False,x0>0.5,"[0.29, 0.43]",0.15116730447602392,21.692255318681557,0.35718914632944143,228.2240895730051,114,28,True
null,simultaneous_ci,0.8,7,False,False,x1>1.5 & x2>1.5,"[0.57, 0.71]",0.6031488665836542,1.0,1.6636064960369061,228.2240895730051,114,114,False
planted,naive_max,0.8,7,True,False,x1>1.5 & x2>1,"[0.14, 0.29]",0.7641922528530563,3.328591849158406,0.91184355924903,228.2240895730051,114,114,False
planted,global_ess_gate,0.8,7,True,False,x1>1.5 & x2>1,"[0.14, 0.29]",0.7641922528530563,3.328591849158406,0.91184355924903,228.2240895730051,114,114,False
planted,local_ess_gate,0.8,7,True,False,x0>0.5,"[0.29, 0.43]",0.5412969285015027,21.692255318681557,0.35718914632944143,228.2240895730051,114,28,True
planted,simultaneous_ci,0.8,7,False,False,x1>1.5 & x2>1,"[0.14, 0.29]",0.7641922528530563,3.328591849158406,0.91184355924903,228.2240895730051,114,114,False
null,naive_max,0.8,8,True,False,x0>1.5 & x1>1.5,"[0.29, 0.43]",0.3355456070338382,1.0,1.6480469860856364,139.6353832041388,102,102,False
null,global_ess_gate,0.8,8,True,False,x0>1.5 & x1>1.5,"[0.29, 0.43]",0.3355456070338382,1.0,1.6480469860856364,139.6353832041388,102,102,False
null,local_ess_gate,0.8,8,False,False,x1<0,"[0.43, 0.57]",0.18184955471173717,20.230311672080575,0.36641083075786185,139.6353832041388,102,22,False
null,simultaneous_ci,0.8,8,False,False,x0>1.5 & x1>1.5,"[0.29, 0.43]",0.3355456070338382,1.0,1.6480469860856364,139.6353832041388,102,102,False
planted,naive_max,0.8,8,True,False,x0>0.5,"[0.00, 0.14]",0.8010542534889408,6.10554100031191,0.666971863420948,139.6353832041388,102,102,True
planted,global_ess_gate,0.8,8,True,False,x0>0.5,"[0.00, 0.14]",0.8010542534889408,6.10554100031191,0.666971863420948,139.6353832041388,102,102,True
planted,local_ess_gate,0.8,8,True,False,x1<0,"[0.43, 0.57]",0.33917061984275665,20.230311672080575,0.36641083075786185,139.6353832041388,102,22,False
planted,simultaneous_ci,0.8,8,False,False,x0>0.5,"[0.00, 0.14]",0.8010542534889408,6.10554100031191,0.666971863420948,139.6353832041388,102,102,True
null,naive_max,0.8,9,True,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.6337787607538029,1.5836526123455423,1.3106914840558392,217.76549163428908,103,103,False
null,global_ess_gate,0.8,9,True,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.6337787607538029,1.5836526123455423,1.3106914840558392,217.76549163428908,103,103,False
null,local_ess_gate,0.8,9,False,False,x0>0.5,"[0.29, 0.43]",0.11194863435170929,20.06947222817255,0.36818192369349056,217.76549163428908,103,23,True
null,simultaneous_ci,0.8,9,False,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.6337787607538029,1.5836526123455423,1.3106914840558392,217.76549163428908,103,103,False
planted,naive_max,0.8,9,True,False,x0>1.5 & x2>1,"[0.14, 0.29]",0.8221395419485774,1.9998741047064195,1.166350580808751,217.76549163428908,103,103,False
planted,global_ess_gate,0.8,9,True,False,x0>1.5 & x2>1,"[0.14, 0.29]",0.8221395419485774,1.9998741047064195,1.166350580808751,217.76549163428908,103,103,False
planted,local_ess_gate,0.8,9,True,False,x0>0.5,"[0.14, 0.29]",0.4913570336983356,20.7928046197551,0.3617211493313378,217.76549163428908,103,23,True
planted,simultaneous_ci,0.8,9,False,False,x0>1.5 & x2>1,"[0.14, 0.29]",0.8221395419485774,1.9998741047064195,1.166350580808751,217.76549163428908,103,103,False
null,naive_max,0.8,10,True,False,x0>1 & x2>1,"[0.14, 0.29]",0.7517064102345795,1.0,1.6586236807762176,191.9324790100706,110,110,False
null,global_ess_gate,0.8,10,True,False,x0>1 & x2>1,"[0.14, 0.29]",0.7517064102345795,1.0,1.6586236807762176,191.9324790100706,110,110,False
null,local_ess_gate,0.8,10,False,False,x1<0,"[0.43, 0.57]",0.1709005500076542,27.653095641262325,0.31541038158024837,191.9324790100706,110,23,False
null,simultaneous_ci,0.8,10,False,False,x0>1 & x2>1,"[0.14, 0.29]",0.7517064102345795,1.0,1.6586236807762176,191.9324790100706,110,110,False
planted,naive_max,0.8,10,True,False,x0>1 & x1>1,"[0.14, 0.29]",0.8058298127097928,4.584206176326984,0.7746683107344133,191.9324790100706,110,110,False
planted,global_ess_gate,0.8,10,True,False,x0>1 & x1>1,"[0.14, 0.29]",0.8058298127097928,4.584206176326984,0.7746683107344133,191.9324790100706,110,110,False
planted,local_ess_gate,0.8,10,True,False,x2<0,"[0.29, 0.43]",0.46872945613279254,23.24932909969027,0.34398749041499455,191.9324790100706,110,23,False
planted,simultaneous_ci,0.8,10,True,False,x0>0.5,"[0.14, 0.29]",0.7719270472736569,12.922614915806117,0.4613947623898028,191.9324790100706,110,110,True
null,naive_max,0.8,11,True,False,x0>1.5 & x1>1,"[0.86, 1.00]",0.6104579729695,1.6335193092737434,1.304461620584196,202.9364786110015,117,117,False
null,global_ess_gate,0.8,11,True,False,x0>1.5 & x1>1,"[0.86, 1.00]",0.6104579729695,1.6335193092737434,1.304461620584196,202.9364786110015,117,117,False
null,local_ess_gate,0.8,11,False,False,x0>0.5,"[0.71, 0.86]",0.19631242556746825,26.395601266460105,0.3245096847884591,202.9364786110015,117,26,True
null,simultaneous_ci,0.8,11,False,False,x0>1.5 & x1>1,"[0.86, 1.00]",0.6104579729695,1.6335193092737434,1.304461620584196,202.9364786110015,117,117,False
planted,naive_max,0.8,11,True,False,x0>1,"[0.00, 0.14]",0.9133601236317993,4.2927173701082415,0.804687572783239,202.9364786110015,117,117,False
planted,global_ess_gate,0.8,11,True,False,x0>1,"[0.00, 0.14]",0.9133601236317993,4.2927173701082415,0.804687572783239,202.9364786110015,117,117,False
planted,local_ess_gate,0.8,11,True,False,x2>0.5,"[0.14, 0.29]",0.4032653421426298,26.57112570197484,0.32343608034452037,202.9364786110015,117,26,False
planted,simultaneous_ci,0.8,11,True,False,x0>0.5,"[0.00, 0.14]",0.7427932504644686,13.165921758436394,0.45948126417324436,202.9364786110015,117,117,True
null,naive_max,0.8,12,True,False,x2>1,"[0.43, 0.57]",0.3242317739715547,7.329124569830811,0.6010539852238485,200.50995243765604,88,88,False
null,global_ess_gate,0.8,12,True,False,x2>1,"[0.43, 0.57]",0.3242317739715547,7.329124569830811,0.6010539852238485,200.50995243765604,88,88,False
null,local_ess_gate,0.8,12,True,False,x0<-0.5,"[0.43, 0.57]",0.25564085166883255,21.300377565495452,0.3525704271624053,200.50995243765604,88,36,False
null,simultaneous_ci,0.8,12,False,False,x2>1,"[0.43, 0.57]",0.3242317739715547,7.329124569830811,0.6010539852238485,200.50995243765604,88,88,False
planted,naive_max,0.8,12,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.8964038012215065,4.582780623660423,0.7601074664427627,200.50995243765604,88,88,False
planted,global_ess_gate,0.8,12,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.8964038012215065,4.582780623660423,0.7601074664427627,200.50995243765604,88,88,False
planted,local_ess_gate,0.8,12,True,False,x0>0.5,"[0.14, 0.29]",0.6717400363395585,30.445454172644606,0.29490239807291424,200.50995243765604,88,36,True
planted,simultaneous_ci,0.8,12,True,False,x0>1 & x2>1,"[0.00, 0.14]",0.8356064086600677,8.424356100944507,0.5606233400510491,200.50995243765604,88,88,False
null,naive_max,0.8,13,True,False,x2>1.5,"[0.43, 0.57]",0.48005906784322216,4.155682783164264,0.8110878544723117,180.8004338140426,106,106,False
null,global_ess_gate,0.8,13,True,False,x2>1.5,"[0.43, 0.57]",0.48005906784322216,4.155682783164264,0.8110878544723117,180.8004338140426,106,106,False
null,local_ess_gate,0.8,13,True,False,x0<-0.5,"[0.43, 0.57]",0.2741773035260848,22.116513778004137,0.35158533957789834,180.8004338140426,106,30,False
null,simultaneous_ci,0.8,13,False,False,x2>1.5,"[0.43, 0.57]",0.48005906784322216,4.155682783164264,0.8110878544723117,180.8004338140426,106,106,False
planted,naive_max,0.8,13,True,False,x0>0.5,"[0.00, 0.14]",0.6750064915819016,22.561194054696795,0.3481032292875558,180.8004338140426,106,106,True
